255,255,97
255,255,96
255,255,99
255,255,100
255,255,98
255,255,95
255,255,103
255,255,101
255,255,105
255,255,109
255,255,107
255,255,94
255,255,106
255,255,110
255,255,102
255,255,93
255,255,108
255,255,89
255,255,90
255,255,91
255,255,92
255,255,88
255,255,87
255,255,104
255,255,86
255,255,84
255,255,85
255,255,83
255,255,82
255,255,81
255,255,75
255,255,80
255,255,79
255,255,76
255,255,74
255,255,73
255,255,78
255,255,77
255,255,72
255,255,71
255,255,70
255,254,74
255,255,69
255,254,77
255,255,68
255,254,72
255,253,76
255,252,80
255,254,76
255,253,80
255,253,75
255,253,73
255,254,80
255,254,73
255,252,79
255,254,75
255,252,74
255,252,75
255,253,71
255,254,71
255,255,67
255,254,67
255,251,74
255,251,75
255,250,74
255,251,78
255,253,72
255,252,70
255,252,72
255,253,70
255,253,67
255,254,68
255,250,79
255,251,79
255,252,73
255,249,78
255,250,78
255,249,80
255,251,80
255,250,77
255,249,76
255,250,73
255,251,72
255,249,77
255,253,74
255,252,78
255,251,77
255,250,76
255,252,76
255,253,79
255,247,76
255,244,79
255,239,68
255,236,71
255,241,76
255,246,73
255,254,79
255,251,73
255,247,74
255,246,69
255,245,68
255,247,69
255,248,74
255,251,70
244,242,79
255,247,73
255,254,78
245,243,80
255,246,68
255,246,72
255,246,80
255,253,77
255,245,72
255,245,74
255,246,75
255,245,67
255,247,68
255,246,67
255,246,74
255,247,75
255,245,78
255,246,79
255,245,79
255,244,80
255,245,73
255,244,77
255,244,78
255,244,71
255,243,77
255,243,79
255,242,76
255,247,80
255,242,78
255,245,80
255,250,71
255,243,78
255,249,73
255,248,72
255,244,72
255,243,72
255,252,71
255,249,72
255,243,71
255,242,71
255,244,65
255,243,65
255,243,76
255,244,73
255,250,68
255,250,80
255,245,66
255,248,70
255,242,63
255,241,63
255,248,79
255,247,78
255,245,76
255,250,72
255,238,67
255,239,67
255,241,69
255,242,75
255,247,70
255,251,71
255,248,73
255,249,74
255,237,66
255,241,75
255,248,76
255,250,70
255,240,62
255,236,65
255,238,66
255,239,73
255,246,70
255,238,72
255,239,62
255,240,69
255,240,67
255,242,69
255,244,70
255,243,70
255,248,78
255,247,72
255,245,70
255,239,61
255,238,61
255,243,69
255,249,79
255,239,66
255,241,67
255,246,76
255,244,69
255,241,62
255,245,64
255,244,66
255,246,65
255,249,68
255,245,75
255,245,69
255,247,66
255,248,67
255,244,74
255,242,60
255,243,80
255,247,67
254,240,61
255,242,79
255,248,68
254,239,65
255,240,66
255,241,60
255,238,68
255,237,72
255,239,69
255,244,68
255,248,77
253,238,64
253,239,60
254,238,60
255,237,65
255,237,67
255,238,69
255,247,77
255,238,65
255,240,71
255,238,73
255,241,72
255,249,70
254,237,64
255,243,73
255,240,59
254,239,58
255,237,60
255,236,64
255,242,77
255,243,68
255,254,66
254,237,66
253,236,65
254,236,70
255,237,71
255,239,72
255,240,73
255,243,67
255,246,77
255,244,67
255,252,77
254,238,71
255,237,73
254,236,72
253,235,71
252,236,71
253,237,72
253,238,66
250,240,66
255,245,71
255,250,69
254,239,67
255,240,68
251,241,67
253,243,69
254,238,73
253,236,76
254,237,77
251,240,73
255,239,75
255,249,47
255,254,52
255,255,54
255,255,55
252,241,74
253,242,75
255,255,56
254,235,76
255,236,77
254,237,79
253,236,78
255,238,80
255,239,79
255,242,70
255,245,65
255,238,78
255,240,75
255,238,74
255,238,79
255,237,80
255,246,78
255,247,79
255,248,80
255,237,78
255,243,64
255,243,66
255,244,76
255,244,63
250,238,76
251,240,71
250,239,70
255,239,74
255,242,66
255,242,73
255,236,79
255,242,72
251,239,77
255,241,65
249,230,71
250,231,72
247,225,67
250,228,70
254,232,74
252,235,75
253,237,70
252,236,69
255,241,77
255,242,65
255,241,71
255,250,75
255,233,75
255,241,70
255,251,76
255,236,78
255,234,76
255,240,70
255,242,61
255,240,63
249,243,75
249,237,75
250,239,72
252,237,63
249,239,65
255,239,63
255,237,69
255,239,71
253,247,79
251,245,77
255,237,68
255,243,74
252,246,78
252,240,80
252,240,78
255,236,67
250,238,78
253,241,79
255,238,62
251,239,79
249,239,63
255,235,64
253,236,63
253,235,69
255,235,70
241,219,77
255,236,66
233,217,79
239,227,77
249,238,69
248,237,68
252,237,65
231,215,77
230,214,76
251,236,64
248,238,64
255,240,76
246,236,62
251,236,62
255,249,71
249,237,77
252,234,68
253,234,77
252,233,76
251,235,70
252,235,64
252,235,62
249,234,62
249,234,60
248,238,62
250,233,62
250,233,60
255,236,80
255,235,79
255,235,73
255,234,72
254,235,78
255,234,78
255,233,77
249,232,61
255,242,74
249,239,79
255,241,73
240,230,70
242,232,72
244,234,74
254,232,76
255,233,71
252,230,72
255,240,72
243,233,73
249,230,80
252,232,80
252,233,74
248,229,70
252,234,70
250,232,68
249,232,59
250,232,66
255,235,65
253,234,75
249,231,65
246,235,66
250,231,74
254,234,64
248,233,61
248,232,65
248,232,67
249,233,68
249,233,66
251,235,68
254,233,68
255,246,66
248,233,59
247,232,60
249,231,67
248,230,64
246,236,60
245,235,59
244,234,60
243,233,59
244,233,64
245,234,65
248,230,66
247,231,66
250,229,66
248,231,60
255,236,68
255,235,67
245,236,55
244,235,54
244,234,58
255,236,72
255,238,63
255,240,65
255,244,64
243,234,53
255,236,74
242,233,52
243,233,57
244,233,66
243,232,65
247,229,65
255,234,71
255,235,71
255,238,75
255,236,73
255,242,64
242,232,56
242,234,48
246,232,53
247,233,54
255,241,66
241,231,55
241,233,47
247,230,59
247,231,64
255,234,69
247,230,57
247,232,58
255,236,60
255,239,60
255,237,62
244,229,55
243,228,54
240,233,52
246,231,57
247,229,63
248,231,58
250,229,64
255,240,60
255,240,77
253,237,59
243,228,56
244,229,57
239,231,55
245,230,56
250,230,58
255,235,63
255,239,78
255,240,79
255,241,79
240,232,56
249,229,57
255,235,66
255,242,80
241,231,57
240,230,56
240,230,54
242,232,58
243,232,63
246,230,63
255,237,61
242,231,62
248,234,55
241,230,61
240,229,60
247,231,53
255,239,70
255,239,76
240,231,62
239,230,61
238,229,60
238,233,56
237,232,55
239,231,57
237,233,51
255,238,71
241,232,51
246,235,68
248,237,70
255,233,69
255,241,78
236,231,54
245,234,67
249,238,71
255,232,75
255,232,77
255,235,78
255,239,77
255,240,78
255,233,78
255,235,72
244,235,66
243,234,65
246,237,68
246,230,65
240,229,62
238,227,60
236,230,62
240,234,66
238,239,68
246,237,70
251,234,74
255,241,74
238,228,52
245,235,61
247,238,69
254,233,70
241,235,67
244,238,70
242,243,72
249,240,73
238,230,54
247,237,77
246,236,76
250,229,80
248,236,76
247,238,71
251,229,73
249,232,72
248,241,78
249,242,79
248,238,78
251,241,65
250,240,64
250,228,72
244,244,78
251,234,76
255,244,75
236,228,52
241,233,57
251,242,75
248,241,80
247,240,79
246,239,78
248,248,69
248,243,66
246,241,64
242,236,68
238,232,64
236,227,58
247,230,72
245,238,75
243,246,79
239,242,75
237,235,79
235,233,77
236,234,71
235,233,70
235,233,68
245,239,71
249,240,71
250,241,74
251,246,69
246,240,72
