243,241,76
242,240,75
248,242,74
251,242,73
250,241,72
241,233,59
246,234,74
251,250,80
253,244,77
255,243,75
242,234,60
239,234,59
244,244,80
242,241,71
245,244,74
255,242,67
243,235,61
243,243,79
238,237,67
244,243,73
240,232,58
239,233,63
242,232,70
243,233,71
242,234,78
236,232,79
240,234,64
244,236,80
231,215,79
234,230,77
238,233,58
241,232,63
242,233,64
233,212,78
231,227,74
246,233,78
235,231,78
245,232,77
240,231,50
238,229,48
242,233,80
233,228,80
238,231,50
236,229,48
243,231,79
244,232,80
239,232,51
245,230,58
246,231,59
243,232,77
244,233,78
241,226,52
244,231,76
250,240,80
244,232,70
242,231,64
243,231,69
244,228,63
245,229,64
246,229,69
247,230,70
252,228,80
243,227,60
244,228,61
245,228,68
244,230,78
241,226,54
243,229,77
241,231,71
242,230,68
242,228,76
246,229,71
246,232,80
241,225,58
241,229,67
241,227,75
245,231,79
243,229,50
241,227,48
241,230,63
245,233,73
244,232,72
248,229,72
252,242,68
247,228,71
243,231,42
241,229,40
240,228,68
241,229,69
242,230,70
248,229,79
240,226,47
244,227,67
246,227,70
247,228,78
238,227,58
236,229,38
237,230,39
238,231,40
237,231,63
239,229,69
238,228,68
243,231,71
244,237,76
232,226,56
255,237,75
237,227,51
240,224,57
233,227,57
241,235,65
240,225,53
236,230,60
237,231,61
238,229,62
240,227,72
241,228,73
246,227,77
244,238,68
255,241,80
236,227,60
245,226,76
245,239,69
237,228,47
240,225,51
238,227,72
239,228,73
235,227,51
239,230,63
239,224,52
255,234,66
237,227,53
236,226,52
236,226,50
244,225,68
245,226,69
251,230,67
255,234,70
255,237,74
235,225,51
237,226,57
247,228,80
236,227,46
244,225,66
240,228,66
242,228,78
243,229,79
246,225,76
255,233,76
255,235,77
255,236,75
239,224,50
242,223,64
241,227,77
245,224,75
255,235,74
234,226,50
234,227,46
234,226,52
235,226,57
237,226,59
238,226,64
240,226,76
238,224,74
241,222,72
255,232,69
255,231,75
237,223,73
240,221,71
255,231,68
255,230,74
234,225,56
240,222,69
255,230,76
235,225,49
241,223,70
237,235,72
233,225,49
232,227,50
238,226,66
236,225,70
246,228,75
254,231,80
234,224,50
236,225,58
237,225,63
238,225,70
240,228,78
245,227,74
252,229,78
252,230,74
255,232,70
235,224,55
231,226,49
236,225,56
236,226,66
238,234,79
252,231,68
237,224,69
237,233,78
255,230,68
238,223,49
232,227,52
236,223,68
237,225,65
255,234,77
255,237,79
234,224,48
235,222,67
236,224,64
249,229,77
255,232,68
235,226,45
234,225,58
236,224,62
235,223,61
235,224,57
234,223,56
233,224,43
255,234,73
233,222,55
230,219,52
252,232,62
231,226,51
235,226,59
237,216,53
232,211,48
234,224,64
238,223,78
255,231,74
234,225,44
236,215,52
233,223,63
245,228,70
252,231,66
233,225,51
253,245,71
255,234,79
231,225,55
254,246,72
231,227,45
232,226,58
245,226,67
240,231,78
255,231,62
230,225,48
248,239,72
233,224,55
242,224,60
244,226,62
233,221,61
255,230,66
231,225,57
241,223,59
230,218,58
254,229,65
232,224,50
233,224,57
240,222,58
238,220,56
238,231,68
239,232,69
233,231,68
233,236,69
249,232,74
251,230,65
232,223,54
245,227,63
242,235,72
238,241,74
254,229,67
232,223,56
242,223,66
245,224,77
248,227,80
248,231,71
248,231,73
255,234,80
236,234,80
254,228,71
253,227,70
255,229,66
255,229,72
253,228,66
255,235,80
255,228,65
234,223,54
241,232,65
241,241,77
245,233,71
246,234,72
252,226,69
249,227,69
242,233,66
249,227,71
233,228,53
251,229,71
247,228,69
252,235,77
240,241,70
246,227,68
249,230,73
234,222,60
234,231,46
236,233,48
245,227,61
244,226,60
244,227,54
244,224,72
245,225,73
246,226,74
247,227,75
255,231,76
255,229,68
233,221,59
237,234,49
230,231,60
243,244,73
246,229,56
253,228,64
231,221,59
232,222,60
230,224,54
238,222,55
239,223,56
237,229,45
241,233,49
241,223,57
237,219,53
234,233,63
247,226,79
255,233,72
255,231,70
231,222,55
237,222,48
242,224,58
239,221,55
235,234,64
246,245,75
248,228,76
246,225,78
249,228,63
246,228,62
231,221,61
232,222,62
233,222,53
238,222,57
239,223,58
238,223,51
236,221,49
241,222,63
247,229,76
246,227,79
247,226,77
255,232,76
255,228,72
255,229,74
249,228,65
246,228,64
231,220,51
234,219,47
245,226,78
244,227,69
248,236,74
254,228,73
248,227,64
248,227,62
246,229,58
231,220,53
237,221,56
248,228,58
255,233,79
248,226,68
240,221,62
243,230,75
253,227,72
239,220,61
239,234,57
238,225,80
242,229,74
244,225,75
255,232,78
231,222,53
238,221,61
236,219,59
235,232,74
236,233,75
235,235,56
230,230,51
236,224,74
242,230,80
243,226,68
245,229,62
238,228,54
234,217,57
237,222,79
231,226,80
234,231,73
234,234,55
234,222,72
241,229,79
234,218,53
236,223,78
233,229,76
234,230,75
234,232,67
239,229,67
241,231,69
244,226,73
248,235,80
230,224,56
233,229,74
237,230,67
236,234,69
238,228,66
231,224,61
238,223,80
234,225,74
240,226,74
237,235,70
236,224,72
238,226,74
233,231,66
236,229,66
237,230,69
251,233,80
249,231,78
232,225,62
233,224,73
238,224,72
233,221,69
242,222,70
255,231,77
234,224,62
236,221,78
235,220,77
232,220,70
233,221,71
232,220,68
237,222,77
236,226,64
233,224,71
237,223,71
236,228,72
235,231,76
236,232,77
237,233,80
236,226,80
235,228,47
234,232,69
236,229,68
234,219,76
230,215,72
230,225,79
231,221,75
234,222,70
240,225,80
235,225,63
234,226,70
240,229,74
243,227,62
232,225,64
230,220,76
231,222,71
232,222,78
234,224,80
231,226,78
235,222,77
235,223,71
233,225,69
230,228,63
237,228,75
237,229,73
238,230,74
238,231,70
235,225,65
233,223,79
232,223,70
239,231,75
248,230,77
250,230,78
230,226,71
235,224,69
232,224,68
230,223,60
231,222,69
234,225,72
230,225,77
234,227,66
233,230,72
233,226,65
237,228,77
238,229,78
240,230,68
243,226,66
230,228,65
233,226,63
230,226,73
236,222,70
235,223,73
238,226,76
239,235,80
240,228,76
241,229,77
247,237,75
250,240,78
246,236,74
234,223,68
232,221,66
240,221,73
244,230,80
244,225,77
243,224,74
248,224,76
247,223,75
230,228,74
231,224,63
233,222,67
241,222,74
238,219,71
231,219,67
237,218,68
239,220,70
241,222,65
247,225,69
248,226,70
251,225,68
250,224,67
244,220,72
241,217,69
239,218,71
241,220,73
249,220,80
230,229,57
231,217,67
235,221,71
244,222,80
236,222,72
235,223,63
252,224,77
250,222,75
244,223,74
241,220,71
234,220,70
230,216,66
231,217,65
230,222,66
231,219,59
249,221,74
246,218,71
238,217,68
234,213,64
230,216,64
230,231,76
232,223,72
249,226,75
248,225,74
251,223,78
250,222,77
244,223,76
239,227,75
249,228,79
241,221,69
252,226,71
246,223,72
239,221,68
236,218,65
252,224,79
253,225,80
248,227,78
240,220,68
232,230,76
244,222,66
239,217,61
236,213,62
232,212,60
230,210,58
240,223,65
230,249,77
233,231,77
230,227,80
241,219,63
232,210,54
241,224,64
239,222,64
240,223,63
243,218,77
241,216,75
243,225,72
240,221,64
239,222,62
249,221,76
247,219,74
234,228,60
241,224,66
234,220,68
236,227,76
250,226,78
233,227,59
238,219,69
235,221,69
249,225,77
240,219,70
242,221,72
238,218,75
237,217,74
249,225,79
240,231,80
234,214,71
232,230,74
230,228,72
231,223,67
243,224,76
236,221,76
233,218,73
233,223,77
254,226,79
253,225,78
250,227,76
250,226,80
241,225,60
232,222,76
240,224,59
233,223,61
234,221,76
231,219,69
238,243,78
230,221,68
234,224,78
240,245,80
230,230,80
230,223,62
248,224,78
238,220,67
234,222,62
237,219,66
242,220,78
233,219,67
242,221,74
234,221,66
243,223,80
241,221,78
233,220,65
240,220,77
239,219,76
237,218,70
231,220,65
231,219,57
236,219,61
234,217,59
236,217,69
233,216,58
236,223,80
236,217,67
231,218,63
233,219,69
235,220,75
234,219,74
236,216,73
237,216,69
235,214,67
234,213,77
233,212,76
241,221,80
233,220,77
237,216,80
237,217,76
236,216,75
236,215,79
234,214,73
235,213,73
232,213,63
234,214,62
234,215,58
233,214,57
234,221,78
233,212,63
233,213,61
240,220,79
230,220,74
233,218,75
231,216,73
233,213,70
233,214,66
232,213,65
232,214,61
232,215,57
231,213,60
231,214,56
239,219,78
234,218,80
232,218,80
230,219,80
233,220,75
232,219,74
230,221,70
231,218,73
231,218,75
231,212,64
232,219,76
231,216,71
230,215,70
231,211,68
232,210,68
230,210,67
231,217,79
230,211,63
232,212,69
234,211,78
233,210,77
232,211,75
232,212,71
233,213,72
234,211,76
234,213,79
232,211,77
230,214,78
231,210,76
